"Name","Year","origin"
"michael arthur farrell",1956,"AngloSaxon"
"thomas stanley tom farrell",1956,"AngloSaxon"
"leslie thomas tommy farrer",1956,"AngloSaxon"
"arthur farrimond",1924,"AngloSaxon"
"m wendy farrington",1960,"AngloSaxon"
"george a faulkner",1908,"AngloSaxon"
"john champion faunthorpe",1924,"AngloSaxon"
"bernard hill fawcett",1928,"AngloSaxon"
"ernest edward fear",1956,"AngloSaxon"
"edward a fearman",1908,"AngloSaxon"
"patrick fee",1908,"AngloSaxon"
"william fergus",1908,"AngloSaxon"
"john andrew jack fergusson",1952,"AngloSaxon"
"elizabeth anne esther liz ferris",1960,"AngloSaxon"
"samuel sam ferris",1924,"AngloSaxon"
"mostyn yanto mickey ffrenchwilliams",1932,"AngloSaxon"
"felicity field",1968,"AngloSaxon"
"aubrey albert fielder",1956,"AngloSaxon"
"frederic luke val fildes",1908,"AngloSaxon"
"lester charles finch",1936,"AngloSaxon"
"henry john finchett",1920,"AngloSaxon"
"donald osborne don finlay",1932,"AngloSaxon"
"malcolm finlay",1948,"AngloSaxon"
"christopher martin chris finnegan",1968,"AngloSaxon"
"benjamin fortescue finnis",1964,"AngloSaxon"
"william fisher",1948,"AngloSaxon"
"william willie fisher",1960,"AngloSaxon"
"richard laurence seymour fishlock",1960,"AngloSaxon"
"paul darrell fishwick",1964,"AngloSaxon"
"graham chudleigh fisk",1952,"AngloSaxon"
"w fitt",1908,"AngloSaxon"
"john jack flaherty",1948,"AngloSaxon"
"alfred edward flaxman",1908,"AngloSaxon"
"john francis fleming",1908,"AngloSaxon"
"jennie fletcher hyslop",1912,"AngloSaxon"
"robin anthony fletcher",1952,"AngloSaxon"
"rosamund mary beatrice fletcher",1948,"AngloSaxon"
"reginald reggie flint",1924,"AngloSaxon"
"roger newton flood",1968,"AngloSaxon"
"daniel dan flynn",1908,"AngloSaxon"
"a v ford",1908,"AngloSaxon"
"howard ford",1928,"AngloSaxon"
"hugh forde",1960,"AngloSaxon"
"harry alexander alex forrest",1928,"AngloSaxon"
"neil milward forster",1956,"AngloSaxon"
"charles eric forsyth",1908,"AngloSaxon"
"harold j foskett",1908,"AngloSaxon"
"bernard foster",1952,"AngloSaxon"
"james jimmy foster",1936,"AngloSaxon"
"mrs c priestley foster",1908,"AngloSaxon"
"william willie foster",1908,"AngloSaxon"
"june florence fouldspaul carroll reynolds",1952,"AngloSaxon"
"simpson jamieson foulis",1904,"AngloSaxon"
"bryan john fowler",1936,"AngloSaxon"
"harold gordon fowler",1924,"AngloSaxon"
"jeremy robert jim fox",1964,"AngloSaxon"
"thomas anthony tony fox",1952,"AngloSaxon"
"william fox",1936,"AngloSaxon"
"lorna frampton",1936,"AngloSaxon"
"william willie francis",1928,"AngloSaxon"
"septimus james francom",1912,"AngloSaxon"
"bernard wallis franklin",1912,"AngloSaxon"
"harold harry franks",1920,"AngloSaxon"
"robert frater",1924,"AngloSaxon"
"muriel bolton freeman smalley",1924,"AngloSaxon"
"walter freeman",1920,"AngloSaxon"
"thomas francis fremantle",1908,"AngloSaxon"
"eric gautrey fright",1948,"AngloSaxon"
"charles edward charlie fuller",1952,"AngloSaxon"
"henry e fuller",1924,"AngloSaxon"
"stanley charles fuller",1932,"AngloSaxon"
"arthur george fulton",1908,"AngloSaxon"
"robert patrick bertie fulton",1936,"AngloSaxon"
"alan herbert fyffe",1908,"AngloSaxon"
"ethel lontine gabain copley",1948,"AngloSaxon"
"romund rom gabrielsen",1936,"AngloSaxon"
"frederick richard fred gaby",1924,"AngloSaxon"
"divina mary galica",1964,"AngloSaxon"
"john kemp gallie",1948,"AngloSaxon"
"michael john mike gambrill",1956,"AngloSaxon"
"george gardiner",1924,"AngloSaxon"
"john jackie gardiner",1936,"AngloSaxon"
"dora kathleen gardner",1948,"AngloSaxon"
"jack leonard gardner",1948,"AngloSaxon"
"maureen angela jane gardner dyson",1948,"AngloSaxon"
"nigel gardner",1956,"AngloSaxon"
"roy russell garforth",1948,"AngloSaxon"
"nicolo nicky gargano",1956,"AngloSaxon"
"john jack garland",1928,"AngloSaxon"
"donald hugh garrow",1948,"AngloSaxon"
"harry reginald gaydon",1928,"AngloSaxon"
"john reuben geddes",1956,"AngloSaxon"
"edward gordon gedge",1920,"AngloSaxon"
"judith anne judy gegan wilson",1964,"AngloSaxon"
"robert alan geldard",1948,"AngloSaxon"
"william henry harry genders",1920,"AngloSaxon"
"robert forbes gentleman",1948,"AngloSaxon"
"john phelps jack george",1908,"AngloSaxon"
"rowland david george",1932,"AngloSaxon"
"david louis ghilchik",1928,"AngloSaxon"
"dora e gibbs",1928,"AngloSaxon"
"josephine margaret gibbs daly",1960,"AngloSaxon"
"catherine cathie gibson brown",1948,"AngloSaxon"
"john brian gilbert",1924,"AngloSaxon"
"irene gilbert pass",1924,"AngloSaxon"
"jean gilbert",1936,"AngloSaxon"
"victor henry gilbert",1948,"AngloSaxon"
"john alfred giles",1948,"AngloSaxon"
"cyril william gill",1928,"AngloSaxon"
"harry gill",1908,"AngloSaxon"
"edward frank gillett",1928,"AngloSaxon"
"james gilmour",1920,"AngloSaxon"
"arthur gingell",1908,"AngloSaxon"
"james ginty",1936,"AngloSaxon"
"margaret therese girvan",1956,"AngloSaxon"
"jane eleanor gissing",1964,"AngloSaxon"
"john patrick glavin",1968,"AngloSaxon"
"mary alison glenhaig james",1948,"AngloSaxon"
"ernest glover",1912,"AngloSaxon"
"charles henry stuart gmelin",1896,"AngloSaxon"
"arthur j goddard",1908,"AngloSaxon"
"denise elizabeth goddard",1964,"AngloSaxon"
"douglas william godfree",1908,"AngloSaxon"
"john s jack godwin",1924,"AngloSaxon"
"thomas charles tommy godwin",1948,"AngloSaxon"
"william butler godwin",1960,"AngloSaxon"
"donald herbert louis gollan",1928,"AngloSaxon"
"margaret olive gomm nash",1936,"AngloSaxon"
"sydney howard gooday",1908,"AngloSaxon"
"terence j terry gooding",1952,"AngloSaxon"
"alfred allan goodwin",1928,"AngloSaxon"
"gordon reginald goodwin",1924,"AngloSaxon"
"john morris goodwin",1912,"AngloSaxon"
"harold goodworth",1908,"AngloSaxon"
"dora gordine gordin hare",1948,"AngloSaxon"
"colin ernest sutherland gordon",1928,"AngloSaxon"
"helen orr elenor gordonmckay",1948,"AngloSaxon"
"arthur william charles wentworth gore",1908,"AngloSaxon"
"christine lorraine gosden",1956,"AngloSaxon"
"christopher edward chris goudge",1960,"AngloSaxon"
"arthur edwin gould",1912,"AngloSaxon"
"edward wyatt gould",1908,"AngloSaxon"
"grantley thomas smart goulding",1896,"AngloSaxon"
"maurice w b gover",1956,"AngloSaxon"
"joseph william joe goyder",1928,"AngloSaxon"
"frederick fred grace",1908,"AngloSaxon"
"david keir gracie",1952,"AngloSaxon"
"richard dick gradley",1960,"AngloSaxon"
"arthur robert grady",1956,"AngloSaxon"
"robert bobby graham",1936,"AngloSaxon"
"derek austin graham",1964,"AngloSaxon"
"james graham",1908,"AngloSaxon"
"timothy joseph michael tim graham",1964,"AngloSaxon"
"dominick stuart toby graham",1956,"AngloSaxon"
"guy edward augustus granet",1948,"AngloSaxon"
"zilpha grant wheelton",1936,"AngloSaxon"
"william billy grantham",1908,"AngloSaxon"
"eric arthur grantham",1968,"AngloSaxon"
"robert ranke graves",1924,"AngloSaxon"
"george h gray",1920,"AngloSaxon"
"ronald gray",1932,"AngloSaxon"
"arthur william art green",1948,"AngloSaxon"
"arthur william billy green",1928,"AngloSaxon"
"charles patrick green",1936,"AngloSaxon"
"frank frankie green",1948,"AngloSaxon"
"henry harold harry green",1912,"AngloSaxon"
"josephine mary green tagg",1968,"AngloSaxon"
"susan sue green",1968,"AngloSaxon"
"thomas william tommy green",1932,"AngloSaxon"
"alice norah gertrude greene",1908,"AngloSaxon"
"abraham abe greenhalgh",1948,"AngloSaxon"
"dorothy vernon greenhoughsmith muddock",1908,"AngloSaxon"
"barbara bunty greenland",1948,"AngloSaxon"
"harold gustave francis greenwood",1928,"AngloSaxon"
"michael m mike greenwood",1960,"AngloSaxon"
"john arthur jack gregory",1948,"AngloSaxon"
"john keiller greig",1908,"AngloSaxon"
"elizabeth joyce joy grieveson watson",1964,"AngloSaxon"
"alfred griffin",1936,"AngloSaxon"
"thomas james tommy griffin",1936,"AngloSaxon"
"william salterlee bill griffiths",1948,"AngloSaxon"
"cecil richmond griffiths",1920,"AngloSaxon"
"david james griffiths",1912,"AngloSaxon"
"peter h griffiths",1924,"AngloSaxon"
"doris grimes",1928,"AngloSaxon"
"judith brenda grinham rowley roe",1956,"AngloSaxon"
"ronald sydney ron grinstead",1968,"AngloSaxon"
"oswald jacob groenings birkbeck",1908,"AngloSaxon"
"david grogan",1936,"AngloSaxon"
"christopher dorrien moresby grosehodge",1952,"AngloSaxon"
"imre anthony sandor gross",1948,"AngloSaxon"
"edna gross",1936,"AngloSaxon"
"william percy grosvenor",1912,"AngloSaxon"
"frederick edward freddie guest",1924,"AngloSaxon"
"laurence guest",1952,"AngloSaxon"
"humphrey patrick guinness",1936,"AngloSaxon"
"heather seymour judy guinness pennhughes henning",1932,"AngloSaxon"
"charles edward james charlie gunn",1920,"AngloSaxon"
"richard kenneth gunn",1908,"AngloSaxon"
"herbert gurschner",1948,"AngloSaxon"
"ronald frederick bowden guy",1952,"AngloSaxon"
"denis germain fritz guye",1928,"AngloSaxon"
"frederick henry habberfield",1924,"AngloSaxon"
"cecil henry haig",1908,"AngloSaxon"
"david haigthomas",1932,"AngloSaxon"
"jack irwin hale",1948,"AngloSaxon"
"ernest william haley",1912,"AngloSaxon"
"clifford eric martin hall",1948,"AngloSaxon"
"eric william hall",1956,"AngloSaxon"
"herbert henry herbie hall",1952,"AngloSaxon"
"johanna sybille hall  carp",1960,"AngloSaxon"
"john hall",1964,"AngloSaxon"
"geoffrey norman edward hallsay",1908,"AngloSaxon"
"ian hallam",1968,"AngloSaxon"
"david joseph george dave haller",1964,"AngloSaxon"
"denis w hallett",1948,"AngloSaxon"
"james jim halliday",1948,"AngloSaxon"
"marcus halliday",1968,"AngloSaxon"
"cyril arthur halligan",1908,"AngloSaxon"
"norman frederick hallows",1908,"AngloSaxon"
"nellie halstead",1932,"AngloSaxon"
"nicholas nick halsted",1968,"AngloSaxon"
"wyndham halswelle",1906,"AngloSaxon"
"john henry jack hambidge",1928,"AngloSaxon"
"mabel hamblen north",1928,"AngloSaxon"
"james jamie hamilton",1928,"AngloSaxon"
"frederick george hamlin",1908,"AngloSaxon"
"christopher ralph hammersley",1936,"AngloSaxon"
"thomas edgar tommy hammond",1908,"AngloSaxon"
"william hammond",1920,"AngloSaxon"
"thomas tommy hampson",1932,"AngloSaxon"
"audrey mavis hancock morris",1936,"AngloSaxon"
"david handley",1960,"AngloSaxon"
"francis richard frank handley",1936,"AngloSaxon"
"freda clara hands jones",1948,"AngloSaxon"
"robert s hanley",1908,"AngloSaxon"
"john austin thomas hanlon",1928,"AngloSaxon"
"terence percival ted hanney",1912,"AngloSaxon"
"clarice m hanson bell",1936,"AngloSaxon"
"leonard hanson",1908,"AngloSaxon"
"charles william harbidge",1920,"AngloSaxon"
"kenneth graham harcourt",1952,"AngloSaxon"
"peter hardie",1948,"AngloSaxon"
"phyllis may harding turner",1924,"AngloSaxon"
"john roderick elliott bob hardisty",1948,"AngloSaxon"
"harold payne hardman",1908,"AngloSaxon"
"roland hardy",1952,"AngloSaxon"
"albert hare",1912,"AngloSaxon"
"herbert nickall bert haresnape",1908,"AngloSaxon"
"a s harley",1908,"AngloSaxon"
"frederick william harmer",1908,"AngloSaxon"
"henry sutton harmer",1908,"AngloSaxon"
"ernest ernie harper",1924,"AngloSaxon"
"roland st george tristram roly harper",1932,"AngloSaxon"
"sydney harrington",1956,"AngloSaxon"
"thomas harrington",1908,"AngloSaxon"
"christine robertson stuart harris",1960,"AngloSaxon"
"diana adrienne harris mantoura",1968,"AngloSaxon"
"esme g harris gibb",1948,"AngloSaxon"
"j harris",1920,"AngloSaxon"
"john b harris",1960,"AngloSaxon"
"reginald hargreaves reg harris",1948,"AngloSaxon"
"valerie gladys harris",1952,"AngloSaxon"
"derek john harrison",1964,"AngloSaxon"
"dorothy elizabeth harrison",1968,"AngloSaxon"
"eric george william warde harrison",1924,"AngloSaxon"
"keith john harrison",1956,"AngloSaxon"
"noel harrison",1952,"AngloSaxon"
"ralph harrison",1908,"AngloSaxon"
"raymond alan ray harrison",1952,"AngloSaxon"
"trevor james harrop",1948,"AngloSaxon"
"guy lionel greville harry",1928,"AngloSaxon"
"richard j j dick hart",1948,"AngloSaxon"
"margaret boulton hartley cobb",1928,"AngloSaxon"
"archibald standish hartrick",1932,"AngloSaxon"
"william gladstone harvell",1932,"AngloSaxon"
"patrick john harvey",1960,"AngloSaxon"
"thomas harvey",1920,"AngloSaxon"
"harry eustace haslam",1920,"AngloSaxon"
"richard h hassell",1908,"AngloSaxon"
"robert seymour hassell",1960,"AngloSaxon"
"patrick joseph paddy hasty",1960,"AngloSaxon"
"madeleine margaret mandi haswell izatt",1968,"AngloSaxon"
"john gatenby jack hatfield",1912,"AngloSaxon"
"georgina melissa gina hathorn sopwith",1964,"AngloSaxon"
"w james hatton",1920,"AngloSaxon"
"robert murray hawkes",1908,"AngloSaxon"
"robert l hawkey",1948,"AngloSaxon"
"arthur e hawkins",1908,"AngloSaxon"
"frank fred william hawkins",1924,"AngloSaxon"
"george albert hawkins",1908,"AngloSaxon"
"harold ingleby hawkins",1908,"AngloSaxon"
"robert hawkins",1908,"AngloSaxon"
"stanley stan hawkins",1952,"AngloSaxon"
"henry courtenay hawtrey",1906,"AngloSaxon"
"peter alexander miller p a hay",1932,"AngloSaxon"
"s n hayes",1908,"AngloSaxon"
"william ernest hayes",1912,"AngloSaxon"
"william h haynes",1908,"AngloSaxon"
"peter michael head",1952,"AngloSaxon"
"tania elisabeth heald dereham",1964,"AngloSaxon"
"alfred hearn healey",1906,"AngloSaxon"
"john alexander dirk healey",1948,"AngloSaxon"
"john crocker heap",1928,"AngloSaxon"
"edgar william eddie hearn",1952,"AngloSaxon"
"john graham hearn",1952,"AngloSaxon"
"robert walker heathcote",1908,"AngloSaxon"
"benjamin basil heatley",1964,"AngloSaxon"
"peter heatly",1948,"AngloSaxon"
"mary heaton",1936,"AngloSaxon"
"kenneth edward jackie hegan",1920,"AngloSaxon"
"anthony anton hegarty",1920,"AngloSaxon"
"william hehir",1920,"AngloSaxon"
"benjamin ben helfgott",1956,"AngloSaxon"
"david hembrow",1968,"AngloSaxon"
"david peter dave hemery",1968,"AngloSaxon"
"jack lewis henderson",1948,"AngloSaxon"
"walter edward bonhte henderson",1908,"AngloSaxon"
"ernest john henley",1912,"AngloSaxon"
"william j p henson",1908,"AngloSaxon"
"deirdre hentycreer",1948,"AngloSaxon"
"john bryan herring",1964,"AngloSaxon"
"maurice herriott",1964,"AngloSaxon"
"keith wilson hervey",1924,"AngloSaxon"
"geoffrey vyvyan arundel hett seccombe",1936,"AngloSaxon"
"john alfred hewitt",1952,"AngloSaxon"
"brian stanford hewson",1956,"AngloSaxon"
"dorothy hey webster",1948,"AngloSaxon"
"henry hiatt",1900,"AngloSaxon"
"frederick newton hibbins",1912,"AngloSaxon"
"henry john harry hicks",1956,"AngloSaxon"
"raymond ray hicks",1936,"AngloSaxon"
"maire a hider liddle",1948,"AngloSaxon"
"francis peter higgins",1956,"AngloSaxon"
"reginald higgins",1928,"AngloSaxon"
"terence langley terry higgins",1952,"AngloSaxon"
"john jack higginson",1924,"AngloSaxon"
"lloyd augustin biden hildebrand",1900,"AngloSaxon"
"peter burke hildreth",1952,"AngloSaxon"
"albert george hill",1920,"AngloSaxon"
"arthur edwin hill",1912,"AngloSaxon"
"albert edwin bertie hill",1952,"AngloSaxon"
"harold heaton harry hill",1936,"AngloSaxon"
"haydn henry clifford hill",1936,"AngloSaxon"
"ronald j ron hill",1964,"AngloSaxon"
"william arthur hill",1920,"AngloSaxon"
"beatrice geraldine hilllowe ruxton thompson",1908,"AngloSaxon"
"dennis hillman",1960,"AngloSaxon"
"joyce rosemary himsworth",1948,"AngloSaxon"
"john frederick keeling hinde",1952,"AngloSaxon"
"william robert norris hinde",1936,"AngloSaxon"
"john a hindle",1960,"AngloSaxon"
"john reginald hindley",1952,"AngloSaxon"
"james alfred jim hinds",1960,"AngloSaxon"
"margery hinton",1928,"AngloSaxon"
"irene hirst",1948,"AngloSaxon"
"mary patricia pat hirst",1948,"AngloSaxon"
"eileen may hiscock wilson",1932,"AngloSaxon"
"hilary jean hiscock hall",1960,"AngloSaxon"
"gordon rahere hoare",1912,"AngloSaxon"
"sydney reginald hoare",1964,"AngloSaxon"
"william o hoare",1908,"AngloSaxon"
"peter barry hoban",1960,"AngloSaxon"
"francis edwin hodge",1932,"AngloSaxon"
"percy hodge",1920,"AngloSaxon"
"v robinson hodge",1948,"AngloSaxon"
"alfred frederick hodges",1908,"AngloSaxon"
"frederick george hodges",1936,"AngloSaxon"
"samuel ernest hodgetts",1908,"AngloSaxon"
"richard hodgson",1924,"AngloSaxon"
"mary hodson",1964,"AngloSaxon"
"john michael walter mike hogan",1964,"AngloSaxon"
"frances m hogben",1956,"AngloSaxon"
"charles guy holdaway",1908,"AngloSaxon"
"geoffrey hamilton holden",1948,"AngloSaxon"
"john thomas jack holden",1948,"AngloSaxon"
"harold evelyn holding",1908,"AngloSaxon"
"charles gilbert joseph holiday",1932,"AngloSaxon"
"charles alfred holland",1932,"AngloSaxon"
"roy anselm hollingsworth",1964,"AngloSaxon"
"john jack holloway holway",1904,"AngloSaxon"
"edith dorothy holman",1920,"AngloSaxon"
"frederick fred holman",1908,"AngloSaxon"
"william bill holmes",1956,"AngloSaxon"
"cyril butler holmes",1936,"AngloSaxon"
"frederick william fred holmes",1920,"AngloSaxon"
"geoffrey holmes",1924,"AngloSaxon"
"guy gorham holmes",1936,"AngloSaxon"
"harold holmes",1908,"AngloSaxon"
"susan renate holmes",1956,"AngloSaxon"
"norman holroyd",1936,"AngloSaxon"
"wilfred james holroyd",1904,"AngloSaxon"
"david duff davie holt",1960,"AngloSaxon"
"john david holt",1948,"AngloSaxon"
"martin drummond vesey holt",1908,"AngloSaxon"
"thomas patrick tom holt",1948,"AngloSaxon"
"norman albert holwell",1952,"AngloSaxon"
"dora honnywill neve",1908,"AngloSaxon"
"maidie jill lucienne hoodlinzee rosser wright",1948,"AngloSaxon"
"robin hooper",1956,"AngloSaxon"
"alfred macdonald hopkins",1928,"AngloSaxon"
"glyn t hopkins",1948,"AngloSaxon"
"joseph george john joe hopkins",1936,"AngloSaxon"
"thelma elizabeth hopkins mcclernon",1952,"AngloSaxon"
"thomas hopkins",1924,"AngloSaxon"
"frederick william hopkinson",1956,"AngloSaxon"
"thomas hopper",1948,"AngloSaxon"
"john dutton hopton hunt",1908,"AngloSaxon"
"denis horgan",1908,"AngloSaxon"
"cyril walter horn",1924,"AngloSaxon"
"john william horne",1906,"AngloSaxon"
"j a horridge",1908,"AngloSaxon"
"brian gwynne horrocks",1924,"AngloSaxon"
"patrick b horsbrugh",1948,"AngloSaxon"
"sheila hilary hoskin turner",1956,"AngloSaxon"
"henry william furse bill hoskyns",1956,"AngloSaxon"
"harold harry houghton",1924,"AngloSaxon"
"leslie george housden",1920,"AngloSaxon"
"michael john peter howard",1956,"AngloSaxon"
"terence t terry howard",1960,"AngloSaxon"
"thomas evelyn ellis scottellis",1906,"AngloSaxon"
"rosemary ray howardjones",1948,"AngloSaxon"
"edward dacre howardvyse",1936,"AngloSaxon"
"john david howell",1960,"AngloSaxon"
"rene william howell",1948,"AngloSaxon"
"henry james howes",1948,"AngloSaxon"
"robert leslie howland",1928,"AngloSaxon"
"joseph hoy",1908,"AngloSaxon"
"julie hoyle smith",1956,"AngloSaxon"
"amelia hudson",1924,"AngloSaxon"
"christopher s hudson",1936,"AngloSaxon"
"thomas hudson",1956,"AngloSaxon"
"robert peter bob hughes",1968,"AngloSaxon"
"edna tildesley hughes redwood",1932,"AngloSaxon"
"john hughes",1932,"AngloSaxon"
"frederick henry fred hulford",1912,"AngloSaxon"
"harry robinson humby",1908,"AngloSaxon"
"samuel stanley humphreys",1924,"AngloSaxon"
"thomas frederick humphreys",1912,"AngloSaxon"
"arthur william james hunt",1924,"AngloSaxon"
"colin l hunt",1948,"AngloSaxon"
"kenneth reginald gunnery hunt",1908,"AngloSaxon"
"samuel george ridley hunter",1924,"AngloSaxon"
"william langwill hunter",1920,"AngloSaxon"
"herbert francis searanche huntington",1920,"AngloSaxon"
"samuel sam hurdsfield",1908,"AngloSaxon"
"wilbert hurstbrown",1928,"AngloSaxon"
"h j huskinson",1908,"AngloSaxon"
"eric robert james hussey",1908,"AngloSaxon"
"victor brett huthart",1960,"AngloSaxon"
"george william hutson",1912,"AngloSaxon"
"richard hutton",1908,"AngloSaxon"
"charles john hyde",1952,"AngloSaxon"
"martina hyde",1908,"AngloSaxon"
"dorothy hyman",1960,"AngloSaxon"
"martin hyman",1960,"AngloSaxon"
"mathias matt hynes",1912,"AngloSaxon"
"george derek ibbotson",1956,"AngloSaxon"
"geoffrey lionel geoff iden",1952,"AngloSaxon"
"william leslie les ingman",1952,"AngloSaxon"
