"full_name","origin"
"masao yokohama works tsukitani","Japan"
"eric lamar grimes","AngloSaxon"
"vivek sarkar","India"
"jordi moragas loren","Hispanic"
"libor husnik","EastEurope"
"yong jun","Korea"
"nicola siffredi","Italian"
"nirupam das","India"
"kyung keun um","Korea"
"myat thoung htun","SouthEastAsia"
"pu han","Korea"
"sp winkelmann","German"
"priyanka shukla","India"
"dorel teodor guranda","Italian"
"masaki  hitachi yanagisawa","Japan"
"oleg andreevich gladkov","Slavic"
"alexander victorovich morozov","Slavic"
"martin healey","AngloSaxon"
"michel bogard","French"
"anatoliy petrovich gumeniuk","Slavic"
"luiz henrique bertino","Hispanic"
"vincenzo penzo","Italian"
"zygmunt nowak","EastEurope"
"hak seon kim","SouthEastAsia"
"mohan sreenivasan","India"
"lee yo han","Korea"
"chuang bing li","China"
"antonio pedro oliveira filho","Hispanic"
"mitsuyoshi yasumoto","Japan"
"maria essle","Hispanic"
"frederick steward","AngloSaxon"
"todd plichta","AngloSaxon"
"andrea pastorello","Italian"
"peter  slashed hr larsen","Scandinavian"
"michel sciolla","French"
"giuseppe rosace","Italian"
"folke bengtsson","Scandinavian"
"vladimir petrovich paramonov","Slavic"
"dean michael spear","AngloSaxon"
"tae ho kim","Korea"
"howard mcgaha","AngloSaxon"
"jorge almazan acebo","Hispanic"
"mark imre meszaros","AngloSaxon"
"bernard breen","AngloSaxon"
"stephane roucairol","French"
"arun subramanian","India"
"florence crestani","French"
"maria teresa oliveira de moura silva","Hispanic"
"federica bianchi","Italian"
"bjorn moxnes","Scandinavian"
"james greuel","AngloSaxon"
"bernard baldoni","French"
"sandip shinde","India"
"masazumi tabuchi","Japan"
"ederson adriano dos santos","Hispanic"
"juan lopez miranda","Hispanic"
"pedro ribeiro","Hispanic"
"harumi kawamura","Hispanic"
"ahmed hammoud","Africa"
"mark gold","AngloSaxon"
"dianne ripberger","AngloSaxon"
"benjamin sordelet","French"
"tiago bagulho monteiro pereira","Hispanic"
"andras veres","EastEurope"
"rune sten andersson","Scandinavian"
"keisuke ohta","Japan"
"jayendra amin","India"
"james olef jensen","AngloSaxon"
"stefan petzold","German"
"yves berlincourt","French"
"juan miguel perez rosas","Hispanic"
"mattias andrup","Scandinavian"
"vijaya yajnanarayana","India"
"tsuyoshi kurata","Japan"
"marin cvyatkov marinov","Balkans"
"john semertzides","Greek"
"mikhail ustinov","Slavic"
"alessandro russo","Italian"
"emilia morallon nunez","Hispanic"
"manuela menrath","German"
"matthias trogmann","German"
"lars lundstrom","Scandinavian"
"finn norring christensen","Scandinavian"
"antonio palavra","Hispanic"
"lifeng ma","China"
"gi sun im","Korea"
"andrew gilbert miller","AngloSaxon"
"ming jen wang","China"
"jesus carlos castellano aldave","Hispanic"
"jayanta barua","India"
" roba","Africa"
"sylvia moeller","German"
"dirk barnstedt","German"
"michael tutin","AngloSaxon"
"fredrik edstroem","Scandinavian"
"luigi massimo albizzati","Italian"
"karl rutter","AngloSaxon"
"richard weisbart","AngloSaxon"
"bambang sarwono","SouthEastAsia"
"byeong cheol song","Korea"
"cristian maccarrone","Italian"
"pedro manuel sasia santos","Hispanic"
"srikanth belwadi","India"
"kazim yildiz","Turkey"
"thomas kyritsis","Greek"
"maria aranzazu urieta paredes","Hispanic"
"ole schmeltz sogaard","Scandinavian"
"haihua chen","China"
"natalia csokova","Hispanic"
"takashi kikudome","Japan"
"frederic bachard","French"
"suk young kim","Korea"
"herbert mueller hartmann","German"
"tae uk chemicals division  center kim","Korea"
"yury valeryevich shtankin","Hispanic"
"janos gagyor","EastEurope"
"moyu zhu","China"
"paul skolnik","AngloSaxon"
"gerard james gundling","AngloSaxon"
"ulrich zierau","German"
"thomas bordes","French"
"john howard botterill","AngloSaxon"
"kwan su kim","China"
"nicolai asbjorn smitt","Scandinavian"
"srinivas setty","India"
"evan gomes","Hispanic"
"john harry mullen","AngloSaxon"
"jan stovring jensen","Scandinavian"
"bo young seo","Korea"
"joan krochko","AngloSaxon"
"dan richard kaiser","German"
"seong hwan seo","Korea"
"valerie ann bailey","AngloSaxon"
"frederic trouve","French"
"achille bucci","Italian"
"matti asumus","Scandinavian"
"enrico bonetti","Italian"
"finn toft madsen","Scandinavian"
"merrion fleming","AngloSaxon"
"hongguo lu","Korea"
"mamoru hirayama","Hispanic"
"igor volkov","Slavic"
"felix quintero martinez","Hispanic"
"ralph tse","China"
"jan aberg","Scandinavian"
"apparao puli","India"
"huanle wang","China"
"vu ma","SouthEastAsia"
"yong huawei service centre building meng","China"
"kaliannan ganesan","India"
"rodrigo biermayr","Hispanic"
"zhenan bao","SouthEastAsia"
"chiragkumar rameshbhai patel","India"
"do geun jung","Korea"
"michael petrie","AngloSaxon"
"anders salwen","Scandinavian"
"sarl forestballer","French"
"yaodong su","China"
"max sorenson","AngloSaxon"
"pil joong yoon","Korea"
"wendy shaw","AngloSaxon"
"florian motzel","German"
"tawfik lazraq","French"
"leonhard schmickler","German"
"elena grassi","Italian"
"satya das","India"
"douglas paul kirchenbauer","Hispanic"
"aleksandar kovacevic","Balkans"
"francois balard","French"
"shashank jagdish dehade","India"
"kaixiang yang","China"
"aleksei vladimirovich soldatov","Slavic"
"huaiqin wu","China"
"juan martin aristi artolazabal","Hispanic"
"gezhi liu","China"
"gokul vajravel","India"
"ulf stein","German"
"zhongyu yang","China"
"gary vandersleen","AngloSaxon"
"neil philip smith","AngloSaxon"
"youying lan","SouthEastAsia"
"franz weckesser","German"
"jeeyun cha","Korea"
"per anders hakansson","Scandinavian"
"viktor samokhin","Slavic"
"stephen larsen","AngloSaxon"
"karun chandra kumar","India"
"kevin bernard ray","AngloSaxon"
"darrell scott nasser","AngloSaxon"
"abhimanuy onkar patil","India"
"mariola matysiak","EastEurope"
"anish dhanarajan","India"
"kyoung cheol lee","Korea"
"jose victor alfaro santafe","Hispanic"
"guenther weigl","German"
"nilesh thakor desai","India"
"scott trull","AngloSaxon"
"byung ha   park","Korea"
"john barry poxon","AngloSaxon"
"ola richard svensson","Scandinavian"
"dongmin keum","Korea"
"eung choi","China"
"henrik zetterlund","Scandinavian"
"marco cassinelli","Italian"
"garrett morton","AngloSaxon"
"young duck kwon","Korea"
"davide cacchiarelli","Italian"
"steen gaardsted kristensen","Scandinavian"
"marcelo eduardo domine","Hispanic"
"gianfranco guderzo","Italian"
"edson rosa fernandes","Hispanic"
"shaishav kumar","India"
"kazunari hagiwara","Japan"
"dieter hill","German"
"kei domom","China"
"hetal badheka","India"
"melepurath deepa","India"
"jerry lund","Scandinavian"
"chad clayton walters","AngloSaxon"
"krishanu saha","India"
"xiaoxing liu","China"
"origene nyanguile","French"
"hyun mun  samsung advanced institute of technology kim","Korea"
"paolo de noni","Italian"
"kunio imai","Japan"
"giorgio sacchi","Italian"
"seung yun han","Korea"
"brandon michael barber","AngloSaxon"
"shinjiro  mizushima works murakami","Japan"
"marc rombaut","French"
"paul louis longhenry","AngloSaxon"
"david ribera","Hispanic"
"hee seuk yang","Korea"
"marco cudicio","Italian"
"per ture andersson","Scandinavian"
"gregg teaby","AngloSaxon"
"carmen arteaga vazquez","Hispanic"
"daniel fors","Scandinavian"
"nolan leander cousineau","French"
"olga nikolaevna popova","Slavic"
"minoru aoi","Japan"
"mikhail mikhailovich bubnov","Slavic"
"baoshun liu","China"
"albert molina","Hispanic"
"youshichi hagiwara","Japan"
"zhenqiang yang","China"
"romain thory","French"
"xiaogang qin","China"
"shanchun wang","China"
"masao inose","Japan"
"rembert baumann","German"
"evgeny pustovalov","Slavic"
"antonio vazquez hernandez","Hispanic"
"bryce carey","AngloSaxon"
"amy demicco","AngloSaxon"
"marcello filipponi","Italian"
"luca scarani","Italian"
"fabrice greutert","French"
"juan jose fernandez garcia","Hispanic"
"linda lindgren","Scandinavian"
"michael musser","AngloSaxon"
"albert izquierdo","Hispanic"
"aiying wu","China"
"vinayak pharande","India"
"dawid frackowiak","German"
"stanislav furch","German"
"francisca dominguez ballesteros","Hispanic"
"louis nick buckelew","AngloSaxon"
"huiying fang","China"
"eun kyung kwak","Korea"
"matsushita electric industrial co ltd hitomi","Japan"
"andrei korobkov","Slavic"
"patrick farry","AngloSaxon"
"neeraj purohit","India"
"francesco gazzaneo","Italian"
"kelly elizabeth rollin","AngloSaxon"
"keith mcnab","AngloSaxon"
"brian abercrombie","AngloSaxon"
"herve cleris","French"
"maria rosa aguilar de armas","Hispanic"
"christian juillet","French"
"vladimir barroso","Hispanic"
"alfonso ruiz bravo lo pez","Hispanic"
"bobba venkata siva kumar","India"
"werner strassen","German"
"miriam llorens carrobe","Hispanic"
"maria lourdes perdices torres","Hispanic"
"falquete marco antonio","Hispanic"
"meijin guo","China"
"jrme galtier","French"
"zhongqin lin","China"
"brian provencher","AngloSaxon"
"jerzy plucinski","EastEurope"
"soeren toksvik larsen","Scandinavian"
"jesse lahtinen","Scandinavian"
"blanca ocana","Hispanic"
"emilio rodriguez saiz","Hispanic"
"kyungae yang","Korea"
"mark edward modesitt","AngloSaxon"
"kyle steffe","AngloSaxon"
"michael benn rothschild","AngloSaxon"
"joseph gastal","French"
"chung zhi jie","China"
"sergio vincenzo machese","Hispanic"
"allan brent","AngloSaxon"
"adam pearson","AngloSaxon"
"ajay kolhatkar","India"
"craig ernest yerxa","AngloSaxon"
"patricia alessandro","Hispanic"
"irini ahren lazou","Greek"
"alexander bondarenko","Slavic"
"franz stelzeneder","German"
"pedro daniel da silva goncalves","Hispanic"
"attila kocsis","EastEurope"
"richard ellis","AngloSaxon"
"shunan li","China"
"andrzej sadowski","EastEurope"
"qingming zhong","China"
"maud babau","French"
"radhakrishnan krishnan nair","India"
"andrey galkin","Slavic"
"marco pietro giardini","Italian"
"bent jorgensen","Scandinavian"
"kerem pekkan","Turkey"
"tushar ramanlal shah","India"
"yann gefflot","French"
"andrea janine rodriguez","Hispanic"
"michel rault","French"
"weining bao","SouthEastAsia"
"gabsik jeong","Korea"
"maurice michon","French"
"william griffin","AngloSaxon"
"bernard marcel dumoulin","French"
"syogo yokota","Hispanic"
"nikolay konstantinovich kurek","German"
"lorena blau","Hispanic"
"arnaud dessombz","French"
"xiaotao hu","China"
"juan cesaretti","Hispanic"
"damaso molero sanchez","Hispanic"
"rino micheloni","Italian"
"moritz widmaier","German"
"sea hoon lee","China"
"laurent froc","French"
"taegon park","Korea"
"hoon yi jung","Korea"
"yinghua zheng","China"
"wen sheng ren","China"
"gajan kumar ","India"
"richard ewing","AngloSaxon"
"jaroslav vadkerti","EastEurope"
"francois sugnaux","French"
"eduardo mas cano","Hispanic"
"jae kyeong  samsung sdi co ltd jeong","Korea"
"svein hustvedt","Scandinavian"
"christopher heather","AngloSaxon"
"mika hansson","Scandinavian"
"alessandro previti","Italian"
"bruce hailston","AngloSaxon"
"maria alexandrovna parfyonova","Hispanic"
"yoshiro imazawa","Japan"
"son ngoc dang","SouthEastAsia"
"roberto sofin ballano","Hispanic"
"hans joerg mueller","German"
"kinney wong","China"
"kalamalla basha","India"
"boong ho son","SouthEastAsia"
"shamseer kulangara kandi","India"
"michael kelner","AngloSaxon"
"carmen perez","Hispanic"
"matthew garbett","AngloSaxon"
"dennis giesler","German"
"yi seul seo","Korea"
"shrikrishna kashinath sane","India"
"ruqiya nikhat kaladgi","India"
"ha soo hwang","Korea"
"nestor tejada","Hispanic"
"carlo silingardi","Italian"
"christine fernyhough","AngloSaxon"
"alejandro barranco perez","Hispanic"
"santhoshkumar chilkundasrinivasamurthy","India"
"amparo chiralt boix","Hispanic"
"arne lindberg","Scandinavian"
"paolo campana","Italian"
"wan gyo jeong","Korea"
"byung deuk jeong","Korea"
"marcos moraes","Hispanic"
"jerome lacquement","French"
"mireya rivas granados","Hispanic"
"max richards brown","AngloSaxon"
"philippe grandjean","French"
"armin buechele","German"
"christian aberlenc","French"
"preethama rao akula","India"
"brian lee largent","AngloSaxon"
"augusto falzoni","Hispanic"
"gerard greenan","AngloSaxon"
"rafael portillo","Hispanic"
"paritosh dixit","India"
"tennerth holmstroem","Scandinavian"
"aude giselle pochon","French"
"esteban dominguez","Hispanic"
"sharat pandurang house no    narasapur","India"
"timothy glenn evans","AngloSaxon"
"sidney llewellyn bryson","AngloSaxon"
"un pek","SouthEastAsia"
"lucia maria vanrell majo","Hispanic"
"elena garcia ramirez","Hispanic"
"gerhard poessnecker","German"
"gyo bum kim","SouthEastAsia"
"zhuojun yu","China"
"francisco cuesta soto","Hispanic"
"satoshi matsushima","Japan"
"jaume coma pedrals","Hispanic"
"puneet kumar jain","India"
"ramon enrique diaz de leon gomez","Hispanic"
"jorunn nilsen","Scandinavian"
"douglas alan slife","AngloSaxon"
"bengt peter gustav blennow tullmar","Scandinavian"
"zhaoming gong","China"
"minghua xu","China"
"christophe szabo","French"
"iouri gennadievich bobkov","Slavic"
"gabor farkas","EastEurope"
"fabrice ferrigno","French"
"shanmugasundaram ks","India"
"anthony schnepel","German"
"ricardo filipe mesquita da silva mateus","Hispanic"
"bengt haeger","Scandinavian"
"dominique thibault","French"
"fransico soriano","Hispanic"
"guanjie cheng","China"
"torsten kaatz","German"
"ankush sabharwal","India"
"kazuhiro fujiu","Japan"
"ubiratan de souza","Hispanic"
"hyo soo kim","Korea"
"daniel jesus gutierrez","Hispanic"
"alberto costabello","Hispanic"
"rudolf melezinek","German"
"zhigang qin","China"
"andrej kalinay","German"
"thomas lumsden","AngloSaxon"
"jos geraldo furtado ramos","Hispanic"
"bernard turco","French"
"klaus svana","German"
"qiliang gong","China"
"richard merkin","AngloSaxon"
"waldemar zaniuk","German"
"jesus bahillo de la puebla","Hispanic"
" purushotham","India"
"jose maria pina lopez","Hispanic"
"garry knox","AngloSaxon"
"giacomino sordella","Italian"
"giulio tremolada","Italian"
"manuel machado pinto brasil","Hispanic"
"emmanuel onfroy","French"
"terrell suddarth","AngloSaxon"
"denis roubertou","French"
"inseok kim","Korea"
"yoshihisa warashina","Japan"
"gerard bonnefoy","French"
"matthias wabl","German"
"babulal rebary","India"
"romeo del rosario jr","Philippines"
"hynek pakosta","EastEurope"
"raj barathur","India"
"wendong liu","China"
"byung yul so","Korea"
"jaime abramowicz","Hispanic"
"henrik doerner","German"
"alessandro forcella","Italian"
"woo kag lee","Korea"
"lorenzo da lio","Italian"
"tomek wadowski","EastEurope"
"remo danieli","Italian"
"laurent buisson","French"
"zhou kui zhang","China"
"ismo maekelae","Scandinavian"
"theoren smith","AngloSaxon"
"murali mohan reddy nagella","India"
"matthieu abiteboul","French"
"hyung mo hwang","Korea"
"per almen","Scandinavian"
"damiano ghirlanda","Italian"
"louis richer","French"
"hermann olschewski","German"
"daeyup shin","Korea"
"yuzo  patent division hirayama","Hispanic"
"hans peter lonzen","German"
"alessio cattarossi","Italian"
"sharat sheshachar katti","India"
"prabhakar khirwadkar","India"
"nicolas bikhazi","French"
"luiz fernando silva de castro paiva","Hispanic"
"robert hemingway","AngloSaxon"
"panos papadopoulos","Greek"
"ferruccio pittarello","Italian"
"richard finefrock","AngloSaxon"
"maria rosa gene perera","Hispanic"
"claude macdonald","AngloSaxon"
"timothy standke","German"
"magnus oestvall","Scandinavian"
"kohei miyata","Hispanic"
"george meeker","AngloSaxon"
"piotr adam jakubowski","EastEurope"
"dan terry","AngloSaxon"
"ettore giraldo","Hispanic"
"james meagher","AngloSaxon"
"bruce funnell","AngloSaxon"
"rodney hugh brown","AngloSaxon"
"oscar felippe von meien","Hispanic"
"aline abergel","French"
"vladislav igorevich korotenko","Slavic"
"chen tsay","China"
"craig tomlyn","AngloSaxon"
"pierre jur macri","French"
"claude nee thibault alquie","French"
"thomas puricelli","Italian"
"paride satta","Italian"
"joseph boccia","Italian"
"josep gatell ferre","Hispanic"
"ana nunez benito","Hispanic"
"roberto detomi","Hispanic"
"nagaraju matta","India"
"keiji  nippon steel corporation oogushi","Japan"
"rolf ridderstr le","German"
"josef sugg","German"
"bernard macarez","French"
"jaime puente","Hispanic"
"yolanda armenta mugica","Hispanic"
"manoj dalsingar yadav","India"
"ottavio bertoglio","Italian"
"miranda bernhardt","German"
"stephane thioliere","French"
"tai fok","China"
"james hurd","AngloSaxon"
"nestor goicoechea gandiaga","Hispanic"
"wilfried knott","German"
"billie mason","AngloSaxon"
"agostino nicosia","Italian"
"kazunari takebayashi","Japan"
"jan pedersen","Scandinavian"
"kwang seon shin","Korea"
"myong woo lee","Korea"
"dean frate","AngloSaxon"
"antonio menna","Hispanic"
"aniello gargiulo","Italian"
"jose fernandes dos santos","Hispanic"
"yoshiro riho","Japan"
"thanassis trikas","Greek"
"hongxiang wu","China"
"indasi gopi kumar","India"
"michael david ingallinera","AngloSaxon"
"heiko druckenmueller","German"
"lalitesh katragadda","India"
"mark robert every","AngloSaxon"
"milena ferrari","Hispanic"
"sam cauble","AngloSaxon"
"sven wucherpfennig","German"
"andreas feichtner","German"
"olga ivanovna lavrik","Slavic"
"kazuo  sony corporation watanabe","Japan"
"eun chol shin","Korea"
"vince montes","Philippines"
"masahiko kawashima","Japan"
"zhilong lin","China"
"sergio pereira mayan","Hispanic"
"oscar bruna romero","Hispanic"
"elizabeth tull","AngloSaxon"
"burno delfort","French"
"irena walkowska","EastEurope"
"yasuhiro ohtsubo","Japan"
"sharad nandwani","India"
"hema luchman","India"
"francisco ramal","Hispanic"
"jonathan fernandez ibanez","Philippines"
"nancy schmitt","German"
"francesco fondelli","Italian"
"subhranshu banerjee","India"
"liu yang yang","China"
